product_id,language,name,description,long_description,created_at,updated_at
70,ar,زمزميات إصدار 9,منتجات زمزميات بجودة عالية ضمن فئة مستلزمات المدرسة.,منتجات زمزميات بجودة عالية ضمن فئة مستلزمات المدرسة. مناسبة للاستخدام اليومي.,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
71,ar,زمزميات إصدار 10,منتجات زمزميات بجودة عالية ضمن فئة مستلزمات المدرسة.,منتجات زمزميات بجودة عالية ضمن فئة مستلزمات المدرسة. مناسبة للاستخدام اليومي.,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
72,en,Lunchboxes Core Kit 1,Quality lunchboxes items for school essentials needs.,Quality lunchboxes items for school essentials needs. Designed for daily use.,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
72,ar,لانش بوكس مجموعة أساسية 1,منتجات لانش بوكس بجودة عالية ضمن فئة مستلزمات المدرسة.,منتجات لانش بوكس بجودة عالية ضمن فئة مستلزمات المدرسة. مناسبة للاستخدام اليومي.,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
73,en,Lunchboxes Pro Pack 2,Quality lunchboxes items for school essentials needs.,Quality lunchboxes items for school essentials needs. Designed for daily use.,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
73,ar,لانش بوكس باقة متقدمة 2,منتجات لانش بوكس بجودة عالية ضمن فئة مستلزمات المدرسة.,منتجات لانش بوكس بجودة عالية ضمن فئة مستلزمات المدرسة. مناسبة للاستخدام اليومي.,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
74,en,Lunchboxes Edition 3,Quality lunchboxes items for school essentials needs.,Quality lunchboxes items for school essentials needs. Designed for daily use.,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
74,ar,لانش بوكس إصدار 3,منتجات لانش بوكس بجودة عالية ضمن فئة مستلزمات المدرسة.,منتجات لانش بوكس بجودة عالية ضمن فئة مستلزمات المدرسة. مناسبة للاستخدام اليومي.,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
75,en,Lunchboxes Edition 4,Quality lunchboxes items for school essentials needs.,Quality lunchboxes items for school essentials needs. Designed for daily use.,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
75,ar,لانش بوكس إصدار 4,منتجات لانش بوكس بجودة عالية ضمن فئة مستلزمات المدرسة.,منتجات لانش بوكس بجودة عالية ضمن فئة مستلزمات المدرسة. مناسبة للاستخدام اليومي.,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
76,en,Lunchboxes Edition 5,Quality lunchboxes items for school essentials needs.,Quality lunchboxes items for school essentials needs. Designed for daily use.,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
76,ar,لانش بوكس إصدار 5,منتجات لانش بوكس بجودة عالية ضمن فئة مستلزمات المدرسة.,منتجات لانش بوكس بجودة عالية ضمن فئة مستلزمات المدرسة. مناسبة للاستخدام اليومي.,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
77,en,Lunchboxes Edition 6,Quality lunchboxes items for school essentials needs.,Quality lunchboxes items for school essentials needs. Designed for daily use.,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
77,ar,لانش بوكس إصدار 6,منتجات لانش بوكس بجودة عالية ضمن فئة مستلزمات المدرسة.,منتجات لانش بوكس بجودة عالية ضمن فئة مستلزمات المدرسة. مناسبة للاستخدام اليومي.,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
78,en,Lunchboxes Edition 7,Quality lunchboxes items for school essentials needs.,Quality lunchboxes items for school essentials needs. Designed for daily use.,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
78,ar,لانش بوكس إصدار 7,منتجات لانش بوكس بجودة عالية ضمن فئة مستلزمات المدرسة.,منتجات لانش بوكس بجودة عالية ضمن فئة مستلزمات المدرسة. مناسبة للاستخدام اليومي.,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
79,en,Lunchboxes Edition 8,Quality lunchboxes items for school essentials needs.,Quality lunchboxes items for school essentials needs. Designed for daily use.,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
79,ar,لانش بوكس إصدار 8,منتجات لانش بوكس بجودة عالية ضمن فئة مستلزمات المدرسة.,منتجات لانش بوكس بجودة عالية ضمن فئة مستلزمات المدرسة. مناسبة للاستخدام اليومي.,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
80,en,Rulers Core Kit 1,Quality rulers items for school essentials needs.,Quality rulers items for school essentials needs. Designed for daily use.,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
80,ar,مساطر مجموعة أساسية 1,منتجات مساطر بجودة عالية ضمن فئة مستلزمات المدرسة.,منتجات مساطر بجودة عالية ضمن فئة مستلزمات المدرسة. مناسبة للاستخدام اليومي.,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
81,en,Rulers Pro Pack 2,Quality rulers items for school essentials needs.,Quality rulers items for school essentials needs. Designed for daily use.,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
81,ar,مساطر باقة متقدمة 2,منتجات مساطر بجودة عالية ضمن فئة مستلزمات المدرسة.,منتجات مساطر بجودة عالية ضمن فئة مستلزمات المدرسة. مناسبة للاستخدام اليومي.,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
82,en,Rulers Edition 3,Quality rulers items for school essentials needs.,Quality rulers items for school essentials needs. Designed for daily use.,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
82,ar,مساطر إصدار 3,منتجات مساطر بجودة عالية ضمن فئة مستلزمات المدرسة.,منتجات مساطر بجودة عالية ضمن فئة مستلزمات المدرسة. مناسبة للاستخدام اليومي.,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
83,en,Rulers Edition 4,Quality rulers items for school essentials needs.,Quality rulers items for school essentials needs. Designed for daily use.,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
83,ar,مساطر إصدار 4,منتجات مساطر بجودة عالية ضمن فئة مستلزمات المدرسة.,منتجات مساطر بجودة عالية ضمن فئة مستلزمات المدرسة. مناسبة للاستخدام اليومي.,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
84,en,Rulers Edition 5,Quality rulers items for school essentials needs.,Quality rulers items for school essentials needs. Designed for daily use.,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
84,ar,مساطر إصدار 5,منتجات مساطر بجودة عالية ضمن فئة مستلزمات المدرسة.,منتجات مساطر بجودة عالية ضمن فئة مستلزمات المدرسة. مناسبة للاستخدام اليومي.,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
85,en,Rulers Edition 6,Quality rulers items for school essentials needs.,Quality rulers items for school essentials needs. Designed for daily use.,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
85,ar,مساطر إصدار 6,منتجات مساطر بجودة عالية ضمن فئة مستلزمات المدرسة.,منتجات مساطر بجودة عالية ضمن فئة مستلزمات المدرسة. مناسبة للاستخدام اليومي.,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
86,en,Math Sets Core Kit 1,Quality math sets items for school essentials needs.,Quality math sets items for school essentials needs. Designed for daily use.,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
86,ar,أطقم هندسية مجموعة أساسية 1,منتجات أطقم هندسية بجودة عالية ضمن فئة مستلزمات المدرسة.,منتجات أطقم هندسية بجودة عالية ضمن فئة مستلزمات المدرسة. مناسبة للاستخدام اليومي.,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
87,en,Math Sets Pro Pack 2,Quality math sets items for school essentials needs.,Quality math sets items for school essentials needs. Designed for daily use.,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
87,ar,أطقم هندسية باقة متقدمة 2,منتجات أطقم هندسية بجودة عالية ضمن فئة مستلزمات المدرسة.,منتجات أطقم هندسية بجودة عالية ضمن فئة مستلزمات المدرسة. مناسبة للاستخدام اليومي.,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
88,en,Math Sets Edition 3,Quality math sets items for school essentials needs.,Quality math sets items for school essentials needs. Designed for daily use.,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
88,ar,أطقم هندسية إصدار 3,منتجات أطقم هندسية بجودة عالية ضمن فئة مستلزمات المدرسة.,منتجات أطقم هندسية بجودة عالية ضمن فئة مستلزمات المدرسة. مناسبة للاستخدام اليومي.,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
89,en,Math Sets Edition 4,Quality math sets items for school essentials needs.,Quality math sets items for school essentials needs. Designed for daily use.,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
89,ar,أطقم هندسية إصدار 4,منتجات أطقم هندسية بجودة عالية ضمن فئة مستلزمات المدرسة.,منتجات أطقم هندسية بجودة عالية ضمن فئة مستلزمات المدرسة. مناسبة للاستخدام اليومي.,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
90,en,Set Squares Core Kit 1,Quality set squares items for school essentials needs.,Quality set squares items for school essentials needs. Designed for daily use.,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
90,ar,مثلث مجموعة أساسية 1,منتجات مثلث بجودة عالية ضمن فئة مستلزمات المدرسة.,منتجات مثلث بجودة عالية ضمن فئة مستلزمات المدرسة. مناسبة للاستخدام اليومي.,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
91,en,Set Squares Pro Pack 2,Quality set squares items for school essentials needs.,Quality set squares items for school essentials needs. Designed for daily use.,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
91,ar,مثلث باقة متقدمة 2,منتجات مثلث بجودة عالية ضمن فئة مستلزمات المدرسة.,منتجات مثلث بجودة عالية ضمن فئة مستلزمات المدرسة. مناسبة للاستخدام اليومي.,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
92,en,Set Squares Edition 3,Quality set squares items for school essentials needs.,Quality set squares items for school essentials needs. Designed for daily use.,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
92,ar,مثلث إصدار 3,منتجات مثلث بجودة عالية ضمن فئة مستلزمات المدرسة.,منتجات مثلث بجودة عالية ضمن فئة مستلزمات المدرسة. مناسبة للاستخدام اليومي.,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
93,en,Compasses Core Kit 1,Quality compasses items for school essentials needs.,Quality compasses items for school essentials needs. Designed for daily use.,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
93,ar,برجل مجموعة أساسية 1,منتجات برجل بجودة عالية ضمن فئة مستلزمات المدرسة.,منتجات برجل بجودة عالية ضمن فئة مستلزمات المدرسة. مناسبة للاستخدام اليومي.,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
94,en,Compasses Pro Pack 2,Quality compasses items for school essentials needs.,Quality compasses items for school essentials needs. Designed for daily use.,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
94,ar,برجل باقة متقدمة 2,منتجات برجل بجودة عالية ضمن فئة مستلزمات المدرسة.,منتجات برجل بجودة عالية ضمن فئة مستلزمات المدرسة. مناسبة للاستخدام اليومي.,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
95,en,Compasses Edition 3,Quality compasses items for school essentials needs.,Quality compasses items for school essentials needs. Designed for daily use.,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
95,ar,برجل إصدار 3,منتجات برجل بجودة عالية ضمن فئة مستلزمات المدرسة.,منتجات برجل بجودة عالية ضمن فئة مستلزمات المدرسة. مناسبة للاستخدام اليومي.,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
96,en,Protractors Core Kit 1,Quality protractors items for school essentials needs.,Quality protractors items for school essentials needs. Designed for daily use.,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
96,ar,منقلات مجموعة أساسية 1,منتجات منقلات بجودة عالية ضمن فئة مستلزمات المدرسة.,منتجات منقلات بجودة عالية ضمن فئة مستلزمات المدرسة. مناسبة للاستخدام اليومي.,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
97,en,Protractors Pro Pack 2,Quality protractors items for school essentials needs.,Quality protractors items for school essentials needs. Designed for daily use.,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
97,ar,منقلات باقة متقدمة 2,منتجات منقلات بجودة عالية ضمن فئة مستلزمات المدرسة.,منتجات منقلات بجودة عالية ضمن فئة مستلزمات المدرسة. مناسبة للاستخدام اليومي.,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
98,en,Protractors Edition 3,Quality protractors items for school essentials needs.,Quality protractors items for school essentials needs. Designed for daily use.,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
98,ar,منقلات إصدار 3,منتجات منقلات بجودة عالية ضمن فئة مستلزمات المدرسة.,منتجات منقلات بجودة عالية ضمن فئة مستلزمات المدرسة. مناسبة للاستخدام اليومي.,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
99,en,Erasers Core Kit 1,Quality erasers items for writing instruments needs.,Quality erasers items for writing instruments needs. Designed for daily use.,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
99,ar,استيكة مجموعة أساسية 1,منتجات استيكة بجودة عالية ضمن فئة أدوات الكتابة.,منتجات استيكة بجودة عالية ضمن فئة أدوات الكتابة. مناسبة للاستخدام اليومي.,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
100,en,Erasers Pro Pack 2,Quality erasers items for writing instruments needs.,Quality erasers items for writing instruments needs. Designed for daily use.,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
100,ar,استيكة باقة متقدمة 2,منتجات استيكة بجودة عالية ضمن فئة أدوات الكتابة.,منتجات استيكة بجودة عالية ضمن فئة أدوات الكتابة. مناسبة للاستخدام اليومي.,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
101,en,Erasers Edition 3,Quality erasers items for writing instruments needs.,Quality erasers items for writing instruments needs. Designed for daily use.,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
101,ar,استيكة إصدار 3,منتجات استيكة بجودة عالية ضمن فئة أدوات الكتابة.,منتجات استيكة بجودة عالية ضمن فئة أدوات الكتابة. مناسبة للاستخدام اليومي.,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
102,en,Erasers Edition 4,Quality erasers items for writing instruments needs.,Quality erasers items for writing instruments needs. Designed for daily use.,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
102,ar,استيكة إصدار 4,منتجات استيكة بجودة عالية ضمن فئة أدوات الكتابة.,منتجات استيكة بجودة عالية ضمن فئة أدوات الكتابة. مناسبة للاستخدام اليومي.,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
103,en,Erasers Edition 5,Quality erasers items for writing instruments needs.,Quality erasers items for writing instruments needs. Designed for daily use.,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
103,ar,استيكة إصدار 5,منتجات استيكة بجودة عالية ضمن فئة أدوات الكتابة.,منتجات استيكة بجودة عالية ضمن فئة أدوات الكتابة. مناسبة للاستخدام اليومي.,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
104,en,Erasers Edition 6,Quality erasers items for writing instruments needs.,Quality erasers items for writing instruments needs. Designed for daily use.,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
104,ar,استيكة إصدار 6,منتجات استيكة بجودة عالية ضمن فئة أدوات الكتابة.,منتجات استيكة بجودة عالية ضمن فئة أدوات الكتابة. مناسبة للاستخدام اليومي.,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
105,en,Erasers Edition 7,Quality erasers items for writing instruments needs.,Quality erasers items for writing instruments needs. Designed for daily use.,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
105,ar,استيكة إصدار 7,منتجات استيكة بجودة عالية ضمن فئة أدوات الكتابة.,منتجات استيكة بجودة عالية ضمن فئة أدوات الكتابة. مناسبة للاستخدام اليومي.,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
106,en,Erasers Edition 8,Quality erasers items for writing instruments needs.,Quality erasers items for writing instruments needs. Designed for daily use.,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
106,ar,استيكة إصدار 8,منتجات استيكة بجودة عالية ضمن فئة أدوات الكتابة.,منتجات استيكة بجودة عالية ضمن فئة أدوات الكتابة. مناسبة للاستخدام اليومي.,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
107,en,Sharpeners Core Kit 1,Quality sharpeners items for writing instruments needs.,Quality sharpeners items for writing instruments needs. Designed for daily use.,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
107,ar,براية مجموعة أساسية 1,منتجات براية بجودة عالية ضمن فئة أدوات الكتابة.,منتجات براية بجودة عالية ضمن فئة أدوات الكتابة. مناسبة للاستخدام اليومي.,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
108,en,Sharpeners Pro Pack 2,Quality sharpeners items for writing instruments needs.,Quality sharpeners items for writing instruments needs. Designed for daily use.,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
108,ar,براية باقة متقدمة 2,منتجات براية بجودة عالية ضمن فئة أدوات الكتابة.,منتجات براية بجودة عالية ضمن فئة أدوات الكتابة. مناسبة للاستخدام اليومي.,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
109,en,Sharpeners Edition 3,Quality sharpeners items for writing instruments needs.,Quality sharpeners items for writing instruments needs. Designed for daily use.,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
109,ar,براية إصدار 3,منتجات براية بجودة عالية ضمن فئة أدوات الكتابة.,منتجات براية بجودة عالية ضمن فئة أدوات الكتابة. مناسبة للاستخدام اليومي.,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
110,en,Sharpeners Edition 4,Quality sharpeners items for writing instruments needs.,Quality sharpeners items for writing instruments needs. Designed for daily use.,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
110,ar,براية إصدار 4,منتجات براية بجودة عالية ضمن فئة أدوات الكتابة.,منتجات براية بجودة عالية ضمن فئة أدوات الكتابة. مناسبة للاستخدام اليومي.,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
111,en,Sharpeners Edition 5,Quality sharpeners items for writing instruments needs.,Quality sharpeners items for writing instruments needs. Designed for daily use.,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
111,ar,براية إصدار 5,منتجات براية بجودة عالية ضمن فئة أدوات الكتابة.,منتجات براية بجودة عالية ضمن فئة أدوات الكتابة. مناسبة للاستخدام اليومي.,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
112,en,Sharpeners Edition 6,Quality sharpeners items for writing instruments needs.,Quality sharpeners items for writing instruments needs. Designed for daily use.,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
112,ar,براية إصدار 6,منتجات براية بجودة عالية ضمن فئة أدوات الكتابة.,منتجات براية بجودة عالية ضمن فئة أدوات الكتابة. مناسبة للاستخدام اليومي.,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
113,en,Sharpeners Edition 7,Quality sharpeners items for writing instruments needs.,Quality sharpeners items for writing instruments needs. Designed for daily use.,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
113,ar,براية إصدار 7,منتجات براية بجودة عالية ضمن فئة أدوات الكتابة.,منتجات براية بجودة عالية ضمن فئة أدوات الكتابة. مناسبة للاستخدام اليومي.,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
114,en,Sharpeners Edition 8,Quality sharpeners items for writing instruments needs.,Quality sharpeners items for writing instruments needs. Designed for daily use.,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
114,ar,براية إصدار 8,منتجات براية بجودة عالية ضمن فئة أدوات الكتابة.,منتجات براية بجودة عالية ضمن فئة أدوات الكتابة. مناسبة للاستخدام اليومي.,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
115,en,Whiteboard Markers Core Kit 1,Quality whiteboard markers items for writing instruments needs.,Quality whiteboard markers items for writing instruments needs. Designed for daily use.,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
115,ar,ماركر سبورة مجموعة أساسية 1,منتجات ماركر سبورة بجودة عالية ضمن فئة أدوات الكتابة.,منتجات ماركر سبورة بجودة عالية ضمن فئة أدوات الكتابة. مناسبة للاستخدام اليومي.,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
116,en,Whiteboard Markers Pro Pack 2,Quality whiteboard markers items for writing instruments needs.,Quality whiteboard markers items for writing instruments needs. Designed for daily use.,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
116,ar,ماركر سبورة باقة متقدمة 2,منتجات ماركر سبورة بجودة عالية ضمن فئة أدوات الكتابة.,منتجات ماركر سبورة بجودة عالية ضمن فئة أدوات الكتابة. مناسبة للاستخدام اليومي.,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
117,en,Whiteboard Markers Edition 3,Quality whiteboard markers items for writing instruments needs.,Quality whiteboard markers items for writing instruments needs. Designed for daily use.,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
117,ar,ماركر سبورة إصدار 3,منتجات ماركر سبورة بجودة عالية ضمن فئة أدوات الكتابة.,منتجات ماركر سبورة بجودة عالية ضمن فئة أدوات الكتابة. مناسبة للاستخدام اليومي.,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
118,en,Whiteboard Markers Edition 4,Quality whiteboard markers items for writing instruments needs.,Quality whiteboard markers items for writing instruments needs. Designed for daily use.,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
118,ar,ماركر سبورة إصدار 4,منتجات ماركر سبورة بجودة عالية ضمن فئة أدوات الكتابة.,منتجات ماركر سبورة بجودة عالية ضمن فئة أدوات الكتابة. مناسبة للاستخدام اليومي.,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
119,en,Whiteboard Markers Edition 5,Quality whiteboard markers items for writing instruments needs.,Quality whiteboard markers items for writing instruments needs. Designed for daily use.,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
119,ar,ماركر سبورة إصدار 5,منتجات ماركر سبورة بجودة عالية ضمن فئة أدوات الكتابة.,منتجات ماركر سبورة بجودة عالية ضمن فئة أدوات الكتابة. مناسبة للاستخدام اليومي.,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
120,en,Whiteboard Markers Edition 6,Quality whiteboard markers items for writing instruments needs.,Quality whiteboard markers items for writing instruments needs. Designed for daily use.,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
120,ar,ماركر سبورة إصدار 6,منتجات ماركر سبورة بجودة عالية ضمن فئة أدوات الكتابة.,منتجات ماركر سبورة بجودة عالية ضمن فئة أدوات الكتابة. مناسبة للاستخدام اليومي.,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
121,en,Permanent Markers Core Kit 1,Quality permanent markers items for writing instruments needs.,Quality permanent markers items for writing instruments needs. Designed for daily use.,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
121,ar,ماركر ثابت مجموعة أساسية 1,منتجات ماركر ثابت بجودة عالية ضمن فئة أدوات الكتابة.,منتجات ماركر ثابت بجودة عالية ضمن فئة أدوات الكتابة. مناسبة للاستخدام اليومي.,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
122,en,Permanent Markers Pro Pack 2,Quality permanent markers items for writing instruments needs.,Quality permanent markers items for writing instruments needs. Designed for daily use.,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
122,ar,ماركر ثابت باقة متقدمة 2,منتجات ماركر ثابت بجودة عالية ضمن فئة أدوات الكتابة.,منتجات ماركر ثابت بجودة عالية ضمن فئة أدوات الكتابة. مناسبة للاستخدام اليومي.,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
123,en,Permanent Markers Edition 3,Quality permanent markers items for writing instruments needs.,Quality permanent markers items for writing instruments needs. Designed for daily use.,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
123,ar,ماركر ثابت إصدار 3,منتجات ماركر ثابت بجودة عالية ضمن فئة أدوات الكتابة.,منتجات ماركر ثابت بجودة عالية ضمن فئة أدوات الكتابة. مناسبة للاستخدام اليومي.,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
124,en,Highlighters Core Kit 1,Quality highlighters items for writing instruments needs.,Quality highlighters items for writing instruments needs. Designed for daily use.,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
124,ar,هايلايتر مجموعة أساسية 1,منتجات هايلايتر بجودة عالية ضمن فئة أدوات الكتابة.,منتجات هايلايتر بجودة عالية ضمن فئة أدوات الكتابة. مناسبة للاستخدام اليومي.,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
125,en,Highlighters Pro Pack 2,Quality highlighters items for writing instruments needs.,Quality highlighters items for writing instruments needs. Designed for daily use.,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
125,ar,هايلايتر باقة متقدمة 2,منتجات هايلايتر بجودة عالية ضمن فئة أدوات الكتابة.,منتجات هايلايتر بجودة عالية ضمن فئة أدوات الكتابة. مناسبة للاستخدام اليومي.,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
126,en,Highlighters Edition 3,Quality highlighters items for writing instruments needs.,Quality highlighters items for writing instruments needs. Designed for daily use.,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
126,ar,هايلايتر إصدار 3,منتجات هايلايتر بجودة عالية ضمن فئة أدوات الكتابة.,منتجات هايلايتر بجودة عالية ضمن فئة أدوات الكتابة. مناسبة للاستخدام اليومي.,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
127,en,Gel Pens Core Kit 1,Quality gel pens items for writing instruments needs.,Quality gel pens items for writing instruments needs. Designed for daily use.,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
127,ar,أقلام جيل مجموعة أساسية 1,منتجات أقلام جيل بجودة عالية ضمن فئة أدوات الكتابة.,منتجات أقلام جيل بجودة عالية ضمن فئة أدوات الكتابة. مناسبة للاستخدام اليومي.,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
128,en,Gel Pens Pro Pack 2,Quality gel pens items for writing instruments needs.,Quality gel pens items for writing instruments needs. Designed for daily use.,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
128,ar,أقلام جيل باقة متقدمة 2,منتجات أقلام جيل بجودة عالية ضمن فئة أدوات الكتابة.,منتجات أقلام جيل بجودة عالية ضمن فئة أدوات الكتابة. مناسبة للاستخدام اليومي.,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
129,en,Gel Pens Edition 3,Quality gel pens items for writing instruments needs.,Quality gel pens items for writing instruments needs. Designed for daily use.,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
129,ar,أقلام جيل إصدار 3,منتجات أقلام جيل بجودة عالية ضمن فئة أدوات الكتابة.,منتجات أقلام جيل بجودة عالية ضمن فئة أدوات الكتابة. مناسبة للاستخدام اليومي.,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
130,en,Ballpoint Pens Core Kit 1,Quality ballpoint pens items for writing instruments needs.,Quality ballpoint pens items for writing instruments needs. Designed for daily use.,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
130,ar,أقلام جاف مجموعة أساسية 1,منتجات أقلام جاف بجودة عالية ضمن فئة أدوات الكتابة.,منتجات أقلام جاف بجودة عالية ضمن فئة أدوات الكتابة. مناسبة للاستخدام اليومي.,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
131,en,Ballpoint Pens Pro Pack 2,Quality ballpoint pens items for writing instruments needs.,Quality ballpoint pens items for writing instruments needs. Designed for daily use.,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
